BathroomCount,BedroomCount,ConstructionYear,District,Fireplace,Garden,GardenArea,Kitchen,LivingArea,Locality,MonthlyCharges,NumberOfFacades,PEB,PostalCode,Price,PropertyId,Province,Region,RoomCount,ShowerCount,StateOfBuilding,SubtypeOfProperty,SurfaceOfPlot,SwimmingPool,Terrace,ToiletCount,TypeOfSale
1,1,2002,Brugge,0,0,127,INSTALLED,120,Brugge,20,3,B,8000,930,11437159,West Flanders,Flanders,9,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Brugge,0,0,127,INSTALLED,120,Brugge,20,3,B,8000,1150,11437158,West Flanders,Flanders,10,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
0,2,2002,Oostend,0,0,127,INSTALLED,120,Oostende,0,3,B,8400,775,11437115,West Flanders,Flanders,2,0,GOOD,apartment,333,0,0,0,residential_monthly_rent
1,0,2002,Namur,0,0,127,INSTALLED,120,Fosses-la-Ville,0,3,B,5070,480,11437110,Namur,Wallonie,5,1,GOOD,apartment,333,0,0,1,residential_monthly_rent
2,4,2005,Brugge,0,0,127,INSTALLED,200,Knokke-Heist,0,3,B,8300,1950,11437107,West Flanders,Flanders,11,0,GOOD,house,270,0,0,0,residential_monthly_rent
0,2,2002,Thuin,0,0,127,INSTALLED,120,Waudrez,0,3,E,7131,675,11437098,Hainaut,Wallonie,2,0,GOOD,apartment,333,0,0,0,residential_monthly_rent
1,2,2002,Antwerp,0,0,127,INSTALLED,85,Borgerhout,65,3,B,2140,865,11395968,Antwerp,Flanders,9,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Tielt,0,0,127,INSTALLED,98,Egem,0,3,B,8740,575,11395923,West Flanders,Flanders,9,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,1998,Eeklo,0,0,127,INSTALLED,85,Eeklo,50,3,B,9900,720,11395875,East Flanders,Flanders,10,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2019,Kortrijk,0,0,127,INSTALLED,103,Waregem,0,3,A,8790,725,11395871,West Flanders,Flanders,11,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,2002,Brugge,0,0,127,INSTALLED,120,Brugge,0,3,B,8000,800,11395874,West Flanders,Flanders,4,0,JUST_RENOVATED,apartment,333,0,0,0,residential_monthly_rent
0,1,2024,Dendermonde,0,0,127,INSTALLED,120,Dendermonde,0,3,B,9200,785,11395865,East Flanders,Flanders,1,0,GOOD,apartment,333,0,0,0,residential_monthly_rent
0,0,2002,Dendermonde,0,0,127,INSTALLED,120,Dendermonde,0,3,B,9200,1200,11395866,East Flanders,Flanders,5,0,GOOD,service_flat,333,0,0,0,residential_monthly_rent
1,2,2024,Antwerp,0,0,127,INSTALLED,120,Zoersel,0,3,B,2980,920,11437085,Antwerp,Flanders,9,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,3,2002,Brugge,0,0,127,INSTALLED,120,Brugge,0,3,D,8000,995,11437078,West Flanders,Flanders,9,0,GOOD,house,0,0,0,0,residential_monthly_rent
0,0,1979,Brugge,0,0,127,INSTALLED,120,Brugge,0,3,D,8000,1050,11437077,West Flanders,Flanders,5,0,GOOD,house,0,0,0,0,residential_monthly_rent
1,1,2002,Namur,0,0,127,INSTALLED,70,Fosses-la-Ville,0,3,B,5070,680,11437058,Namur,Wallonie,2,1,JUST_RENOVATED,apartment,333,0,1,1,residential_monthly_rent
1,1,2002,Gent,0,0,127,INSTALLED,90,Gent,65,3,B,9000,975,11437039,East Flanders,Flanders,8,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
0,0,2002,Veurne,0,0,127,INSTALLED,129,Koksijde,0,3,D,8670,950,11437036,West Flanders,Flanders,5,0,GOOD,house,0,0,0,0,residential_monthly_rent
0,2,2002,Aalst,0,0,127,INSTALLED,96,Zottegem,0,3,B,9620,945,11437032,East Flanders,Flanders,8,0,GOOD,apartment,333,0,0,0,residential_monthly_rent
1,3,2002,Veurne,0,0,127,INSTALLED,120,Koksijde,0,3,C,8670,990,11437012,West Flanders,Flanders,9,0,GOOD,house,161,0,0,0,residential_monthly_rent
1,2,2016,Tielt,0,0,127,INSTALLED,83,Meulebeke,40,3,B,8760,760,11395788,West Flanders,Flanders,11,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,2002,Huy,0,0,127,INSTALLED,60,Huy,0,2,D,4500,725,11395755,Liège,Wallonie,5,0,GOOD,duplex,333,0,0,1,residential_monthly_rent
1,1,2002,Huy,0,0,127,INSTALLED,68,Tihange,0,4,F,4500,650,11395754,Liège,Wallonie,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
0,0,1999,Brugge,0,0,127,INSTALLED,120,Heist-aan-Zee,0,3,B,8301,990,11395743,West Flanders,Flanders,5,0,GOOD,triplex,333,0,0,0,residential_monthly_rent
1,2,2002,Dendermonde,0,0,127,INSTALLED,120,Hamme (9220),0,3,A,9220,800,11395733,East Flanders,Flanders,7,0,GOOD,duplex,333,0,0,0,residential_monthly_rent
2,2,2023,Halle-Vilvoorde,0,0,127,INSTALLED,100,Vilvoorde,0,3,B,1800,1200,11395707,Flemish Brabant,Flanders,12,0,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,2,2002,Tongeren,0,0,127,INSTALLED,84,Tongeren,0,3,B,3700,850,11436954,Limburg,Flanders,8,1,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Oudenaarde,0,0,127,INSTALLED,93,Ronse,0,3,E,9600,660,11436943,East Flanders,Flanders,10,0,GOOD,house,54,0,0,1,residential_monthly_rent
1,2,2002,Charleroi,0,1,100,USA_SEMI_EQUIPPED,120,MONT-SUR-MARCHIENNE,0,1,B,6032,1190,11436934,Hainaut,Wallonie,5,1,JUST_RENOVATED,house,0,0,1,2,residential_monthly_rent
1,2,2024,Neufchâteau,0,0,127,HYPER_EQUIPPED,75,LIBRAMONT-CHEVIGNY,20,3,A,6800,790,11436918,Luxembourg,Wallonie,2,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,1,2002,Gent,1,0,127,INSTALLED,120,Gent,0,3,A,9000,1490,11436910,East Flanders,Flanders,1,1,GOOD,loft,333,0,1,2,residential_monthly_rent
1,2,2002,Liège,0,0,127,INSTALLED,65,Liège,0,3,B,4000,800,11436880,Liège,Wallonie,4,1,JUST_RENOVATED,apartment,333,0,0,1,residential_monthly_rent
1,1,2002,Brussels,0,0,127,SEMI_EQUIPPED,65,Anderlecht,250,3,E,1070,850,11436877,Brussels,Brussels,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,4,2023,Roeselare,0,0,127,HYPER_EQUIPPED,200,Roeselare,0,3,A,8800,1125,11436865,West Flanders,Flanders,11,0,GOOD,house,0,0,0,1,residential_monthly_rent
1,2,2002,Thuin,0,1,1,SEMI_EQUIPPED,120,Ham-sur-Heure-Nalinnes,95,3,B,6120,825,11436859,Hainaut,Wallonie,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,3,2002,Brussels,0,1,1,INSTALLED,120,Uccle,0,2,B,1180,1590,11436837,Brussels,Brussels,5,2,GOOD,house,0,0,1,2,residential_monthly_rent
1,5,2002,Mons,0,0,127,INSTALLED,175,HERCHIES (Jurbise),0,3,D,7050,1550,11389454,Hainaut,Wallonie,5,0,AS_NEW,house,0,0,1,2,residential_monthly_rent
1,2,2002,Hasselt,0,0,127,INSTALLED,117,Beringen Paal,50,2,C,3583,725,11389436,Limburg,Flanders,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2022,Tielt,0,0,127,INSTALLED,128,Sint-Baafs-Vijve,50,3,A,8710,795,11395663,West Flanders,Flanders,9,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
3,4,2010,Halle-Vilvoorde,0,0,127,USA_UNINSTALLED,290,Linkebeek,0,4,D,1630,4800,11395582,Flemish Brabant,Flanders,5,0,AS_NEW,apartment,333,0,1,0,residential_monthly_rent
1,3,2002,Mons,0,1,50,HYPER_EQUIPPED,180,Harveng,0,3,C,7022,1000,11395032,Hainaut,Wallonie,8,0,JUST_RENOVATED,apartment,333,0,0,2,residential_monthly_rent
1,3,2002,Mons,0,1,50,HYPER_EQUIPPED,180,Harveng,0,3,C,7022,1000,11395019,Hainaut,Wallonie,8,0,JUST_RENOVATED,house,0,0,0,2,residential_monthly_rent
1,1,2002,Namur,0,0,127,INSTALLED,120,Jambes,100,3,B,5100,650,11394908,Namur,Wallonie,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,2003,Ath,0,0,127,INSTALLED,120,Ath,150,3,C,7800,800,11436802,Hainaut,Wallonie,10,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,1977,Leuven,0,0,127,INSTALLED,22,Leuven,90,3,D,3000,750,11436774,Flemish Brabant,Flanders,5,0,JUST_RENOVATED,flat_studio,333,0,0,1,residential_monthly_rent
1,2,2016,Roeselare,0,0,127,USA_INSTALLED,94,Izegem,130,3,A,8870,950,11436770,West Flanders,Flanders,5,0,AS_NEW,penthouse,333,0,1,1,residential_monthly_rent
1,1,2002,Antwerp,0,0,127,INSTALLED,80,Antwerpen,0,3,B,2100,795,11436749,Antwerp,Flanders,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,1,2002,Liège,0,0,127,INSTALLED,90,Seraing,215,3,B,4100,630,11436718,Liège,Wallonie,3,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,4,2002,Charleroi,0,0,127,HYPER_EQUIPPED,120,Charleroi,130,2,B,6000,465,11436721,Hainaut,Wallonie,5,4,GOOD,kot,333,0,0,2,residential_monthly_rent
1,1,2002,Liège,0,0,127,INSTALLED,85,Seraing,215,3,B,4100,590,11436716,Liège,Wallonie,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,1992,Antwerp,0,0,127,NOT_INSTALLED,85,BRASSCHAAT,50,2,B,2930,890,11436703,Antwerp,Flanders,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,1930,Brussels,0,0,127,INSTALLED,90,Jette,60,3,G,1090,1100,11436700,Brussels,Brussels,5,1,JUST_RENOVATED,duplex,333,0,0,1,residential_monthly_rent
2,4,2002,Nivelles,0,1,37,HYPER_EQUIPPED,175,Rixensart,0,3,B,1332,2000,11436685,Walloon Brabant,Wallonie,5,0,AS_NEW,house,174,0,1,3,residential_monthly_rent
1,2,2002,Turnhout,0,0,127,INSTALLED,101,Westerlo,0,2,B,2260,735,11436681,Antwerp,Flanders,8,0,JUST_RENOVATED,ground_floor,333,0,0,1,residential_monthly_rent
1,3,1970,Charleroi,0,0,127,INSTALLED,120,Charleroi,200,2,E,6000,900,11436678,Hainaut,Wallonie,8,1,GOOD,apartment,333,0,0,1,residential_monthly_rent
2,4,1994,Mechelen,0,0,127,INSTALLED,200,Puurs-Sint-Amands,0,3,C,2870,1100,11389409,Antwerp,Flanders,5,0,GOOD,house,161,0,1,2,residential_monthly_rent
1,2,2014,Tongeren,0,0,127,INSTALLED,93,Bilzen,0,2,B,3740,800,11389391,Limburg,Flanders,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Brussels,0,0,127,INSTALLED,85,Anderlecht,50,2,D,1070,1200,11389361,Brussels,Brussels,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
2,1,2002,Charleroi,0,0,127,NOT_INSTALLED,42,Charleroi,175,2,F,6000,450,11389364,Hainaut,Wallonie,5,2,GOOD,flat_studio,333,0,0,2,residential_monthly_rent
1,1,2002,Brugge,0,0,127,INSTALLED,120,Brugge,0,3,C,8000,715,11394806,West Flanders,Flanders,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,4,1995,Namur,0,0,127,INSTALLED,207,MEUX,0,4,B,5081,1490,11394769,Namur,Wallonie,5,1,GOOD,apartment,333,0,1,2,residential_monthly_rent
1,1,2002,Tournai,0,0,127,INSTALLED,51,TOURNAI,50,3,C,7500,585,11394727,Hainaut,Wallonie,5,0,JUST_RENOVATED,apartment,333,0,0,1,residential_monthly_rent
1,3,2002,Brugge,0,0,127,INSTALLED,201,Beernem,0,4,E,8730,1550,11394715,West Flanders,Flanders,1,0,GOOD,house,0,0,1,2,residential_monthly_rent
1,2,2002,Brugge,0,0,127,INSTALLED,84,Knokke,0,3,B,8300,1150,11394708,West Flanders,Flanders,1,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,3,2002,Leuven,0,1,30,INSTALLED,114,Leuven,0,1,C,3000,1395,11394691,Flemish Brabant,Flanders,5,0,GOOD,house,143,0,1,2,residential_monthly_rent
1,3,2002,Kortrijk,0,0,127,INSTALLED,184,Gullegem,0,3,D,8560,725,11436656,West Flanders,Flanders,1,0,AS_NEW,house,292,0,0,2,residential_monthly_rent
1,4,2021,Gent,0,1,1,HYPER_EQUIPPED,120,Lievegem,0,3,A+,9920,1375,11436655,East Flanders,Flanders,5,0,AS_NEW,house,420,0,1,2,residential_monthly_rent
1,0,1976,Brussels,0,0,127,HYPER_EQUIPPED,58,Ixelles,200,2,E,1050,1050,11436617,Brussels,Brussels,5,1,JUST_RENOVATED,flat_studio,333,0,1,1,residential_monthly_rent
1,2,2002,Brussels,0,0,127,INSTALLED,120,Bruxelles,180,3,B,1000,1150,11436604,Brussels,Brussels,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Liège,0,0,127,INSTALLED,75,Liège,120,1,B,4020,770,11436599,Liège,Wallonie,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,2002,Dendermonde,0,0,127,SEMI_EQUIPPED,105,DENDERMONDE,0,2,B,9200,790,11436578,East Flanders,Flanders,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,4,2002,Namur,0,1,3000,HYPER_EQUIPPED,180,Andenne,50,3,D,5300,1100,11436570,Namur,Wallonie,5,1,GOOD,house,3000,0,1,2,residential_monthly_rent
2,5,1950,Brussels,0,1,390,HYPER_EQUIPPED,326,Uccle,750,2,D,1180,3400,11436552,Brussels,Brussels,5,1,AS_NEW,apartment,333,0,1,4,residential_monthly_rent
1,2,2009,Brussels,0,0,127,HYPER_EQUIPPED,93,Etterbeek,150,2,C,1040,1700,11436533,Brussels,Brussels,5,1,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,3,2002,Thuin,0,0,127,INSTALLED,120,MORLANWELZ-MARIEMONT,160,3,F,7140,745,11436477,Hainaut,Wallonie,5,0,GOOD,apartment,333,0,0,2,residential_monthly_rent
1,2,2002,Verviers,0,0,127,INSTALLED,120,Verviers,50,2,B,4800,795,11436476,Liège,Wallonie,5,0,AS_NEW,apartment,333,0,0,2,residential_monthly_rent
2,3,2024,Leuven,0,0,127,HYPER_EQUIPPED,148,Leefdaal,0,3,B,3061,1400,11389272,Flemish Brabant,Flanders,13,0,GOOD,apartment,333,0,1,2,residential_monthly_rent
1,2,2002,Leuven,0,0,127,HYPER_EQUIPPED,65,Loonbeek,0,3,C,3040,745,11389270,Flemish Brabant,Flanders,9,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,2002,Oudenaarde,0,0,127,INSTALLED,120,Oudenaarde,75,3,C,9700,1100,11389243,East Flanders,Flanders,13,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Leuven,0,0,127,INSTALLED,120,Meldert (3320),0,3,B,3320,980,11389198,Flemish Brabant,Flanders,10,0,GOOD,house,615,0,0,1,residential_monthly_rent
1,2,1865,Brussels,0,1,45,INSTALLED,120,Saint-Josse-ten-Noode,125,2,B,1210,600,11389038,Brussels,Brussels,5,2,JUST_RENOVATED,house,52,0,1,3,residential_monthly_rent
1,2,2020,Halle-Vilvoorde,0,0,127,HYPER_EQUIPPED,106,Grimbergen,0,2,A,1850,1175,11389024,Flemish Brabant,Flanders,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
2,3,2002,Brussels,0,1,100,INSTALLED,230,IXELLES,0,3,F,1050,2800,11394641,Brussels,Brussels,5,1,GOOD,house,0,0,1,0,residential_monthly_rent
0,3,2002,Liège,0,0,127,HYPER_EQUIPPED,188,LIÈGE,0,3,G,4020,1200,11394570,Liège,Wallonie,5,1,GOOD,house,286,0,0,2,residential_monthly_rent
2,3,2002,Brussels,0,0,127,HYPER_EQUIPPED,200,Ixelles,350,2,B,1050,2650,11394562,Brussels,Brussels,5,0,JUST_RENOVATED,town_house,0,0,1,3,residential_monthly_rent
1,2,2002,Brussels,0,0,127,INSTALLED,95,Uccle,300,4,B,1180,1250,11436451,Brussels,Brussels,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
0,2,2002,Brussels,0,0,127,INSTALLED,80,BRUXELLES,0,3,D,1000,1300,11436428,Brussels,Brussels,5,2,GOOD,apartment,333,0,1,2,residential_monthly_rent
1,0,2002,Namur,0,0,127,USA_SEMI_EQUIPPED,120,Namur,120,3,A,5000,535,11436431,Namur,Wallonie,5,2,GOOD,duplex,333,0,0,3,residential_monthly_rent
1,1,1900,Brussels,0,0,127,INSTALLED,72,Schaarbeek,35,2,E,1030,915,11436406,Brussels,Brussels,1,0,GOOD,apartment,333,0,1,0,residential_monthly_rent
1,4,2002,Tielt,0,1,70,INSTALLED,171,Ardooie,0,2,A,8850,925,11436400,West Flanders,Flanders,4,0,AS_NEW,house,192,0,0,2,residential_monthly_rent
1,2,2004,Oostend,0,0,127,INSTALLED,120,Eernegem,125,3,B,8480,840,11436395,West Flanders,Flanders,1,0,AS_NEW,ground_floor,333,0,1,1,residential_monthly_rent
1,0,2002,Virton,0,0,127,INSTALLED,29,TINTIGNY,60,3,E,6730,410,11436368,Luxembourg,Wallonie,5,0,GOOD,flat_studio,333,0,0,1,residential_monthly_rent
1,5,1970,Dinant,0,0,127,INSTALLED,171,Hamois,15,4,E,5360,1300,11436344,Namur,Wallonie,5,0,GOOD,villa,2511,0,1,2,residential_monthly_rent
1,2,2002,Virton,0,0,127,INSTALLED,75,Florenville,0,3,F,6820,550,11388968,Luxembourg,Wallonie,5,1,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,2007,Halle-Vilvoorde,0,0,127,HYPER_EQUIPPED,82,Zaventem Sint-Stevens-Woluwe,100,4,A,1932,1000,11388956,Flemish Brabant,Flanders,5,1,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
2,5,2002,Nivelles,0,0,127,HYPER_EQUIPPED,120,Waterloo,0,4,C,1410,3500,11388904,Walloon Brabant,Wallonie,5,0,GOOD,villa,900,0,0,3,residential_monthly_rent
1,3,2002,Liège,0,0,127,INSTALLED,170,Liège,0,2,F,4000,950,11436316,Liège,Wallonie,5,0,GOOD,house,0,0,1,0,residential_monthly_rent
1,2,2002,Veurne,0,0,127,INSTALLED,78,Koksijde,0,4,B,8670,825,11436306,West Flanders,Flanders,2,0,AS_NEW,house,0,0,0,1,residential_monthly_rent
1,2,2002,Liège,0,0,127,USA_HYPER_EQUIPPED,110,Liège,70,2,D,4000,850,11436299,Liège,Wallonie,4,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,3,2002,Mons,0,1,830,INSTALLED,125,Mons,0,4,D,7000,1350,11436265,Hainaut,Wallonie,5,0,GOOD,villa,1073,0,0,2,residential_monthly_rent
1,3,2002,Namur,0,0,127,HYPER_EQUIPPED,163,AUVELAIS,0,2,A,5060,1100,11436261,Namur,Wallonie,5,1,GOOD,apartment,333,0,1,2,residential_monthly_rent
1,2,2002,Mouscron,0,0,127,INSTALLED,90,MOUSCRON,0,3,B,7700,700,11436229,Hainaut,Wallonie,5,0,AS_NEW,apartment,333,0,0,2,residential_monthly_rent
0,1,2002,Tournai,0,0,127,SEMI_EQUIPPED,22,TOURNAI,0,3,F,7500,450,11436230,Hainaut,Wallonie,5,1,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,2002,Mouscron,0,0,127,SEMI_EQUIPPED,90,MOUSCRON,63,2,B,7700,725,11436228,Hainaut,Wallonie,5,0,GOOD,apartment,333,0,0,0,residential_monthly_rent
0,2,2024,Antwerp,0,0,127,INSTALLED,120,Lint,0,3,B,2547,1125,11388758,Antwerp,Flanders,2,0,GOOD,apartment,333,0,0,0,residential_monthly_rent
1,2,2023,Kortrijk,0,0,127,HYPER_EQUIPPED,120,Waregem,60,3,B,8790,995,11388761,West Flanders,Flanders,9,0,AS_NEW,apartment,333,0,1,0,residential_monthly_rent
0,3,2002,Gent,0,0,127,INSTALLED,120,Desteldonk,0,3,C,9042,1100,11388684,East Flanders,Flanders,3,0,GOOD,house,0,0,0,0,residential_monthly_rent
1,0,2002,Liège,0,0,127,INSTALLED,120,Liège,100,3,C,4000,500,11388355,Liège,Wallonie,5,1,JUST_RENOVATED,flat_studio,333,0,0,1,residential_monthly_rent
1,2,2002,Halle-Vilvoorde,0,0,127,INSTALLED,120,Asse,75,3,E,1730,750,11388348,Flemish Brabant,Flanders,2,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
2,4,2007,Antwerp,0,0,127,INSTALLED,262,Brasschaat,0,3,C,2930,2250,11388336,Antwerp,Flanders,5,0,GOOD,house,0,0,1,1,residential_monthly_rent
3,4,2023,Charleroi,0,1,300,HYPER_EQUIPPED,300,Les Bons Villers,0,4,A,6210,3450,11388329,Hainaut,Wallonie,5,0,GOOD,house,4500,0,1,4,residential_monthly_rent
1,2,2002,Tournai,0,0,127,SEMI_EQUIPPED,83,Tournai,155,2,D,7500,700,11388317,Hainaut,Wallonie,5,1,AS_NEW,house,0,0,0,1,residential_monthly_rent
1,1,2002,Brussels,0,0,127,HYPER_EQUIPPED,99,Bruxelles,150,3,E,1000,1550,11388322,Brussels,Brussels,1,1,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,2,2024,Namur,0,0,127,INSTALLED,120,Namur,100,3,A+,5100,950,11394300,Namur,Wallonie,5,1,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,3,2024,Mons,0,0,127,INSTALLED,107,Mons,51,3,A,7012,761,11394296,Hainaut,Wallonie,9,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
2,4,2002,Brussels,0,0,127,HYPER_EQUIPPED,200,Ixelles,300,2,E,1050,2500,11394273,Brussels,Brussels,5,0,GOOD,apartment,333,0,1,3,residential_monthly_rent
1,2,2022,Brugge,0,0,127,INSTALLED,84,Jabbeke,85,3,A,8490,900,11394264,West Flanders,Flanders,1,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,2002,Leuven,0,0,127,INSTALLED,110,AARSCHOT,40,3,B,3200,860,11394242,Flemish Brabant,Flanders,5,0,JUST_RENOVATED,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Gent,0,0,127,INSTALLED,80,Gent,0,3,B,9031,850,11394235,East Flanders,Flanders,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,3,2024,Mons,0,0,127,INSTALLED,107,Mons,51,3,A,7012,761,11394217,Hainaut,Wallonie,9,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,1,1912,Brussels,0,0,127,INSTALLED,90,Schaerbeek,175,2,F,1030,1150,11394152,Brussels,Brussels,3,0,AS_NEW,ground_floor,333,0,1,1,residential_monthly_rent
1,1,2024,Mons,0,0,127,INSTALLED,57,Mons,51,3,A,7012,608,11394141,Hainaut,Wallonie,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,2,2020,Turnhout,0,0,127,INSTALLED,176,WESTERLO,50,2,B,2260,1400,11394114,Antwerp,Flanders,5,0,AS_NEW,duplex,333,0,1,2,residential_monthly_rent
2,2,2022,Mons,0,0,127,HYPER_EQUIPPED,75,Mons,50,3,A,7000,870,11394106,Hainaut,Wallonie,5,2,GOOD,apartment,333,0,1,2,residential_monthly_rent
1,2,2005,Nivelles,0,0,127,INSTALLED,120,Braine-l'Alleud,100,3,B,1420,1150,11436034,Walloon Brabant,Wallonie,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,1,2002,Brussels,0,0,127,INSTALLED,112,Bruxelles,0,2,G,1000,1300,11436030,Brussels,Brussels,8,1,GOOD,duplex,333,0,0,2,residential_monthly_rent
1,2,2002,Tournai,0,0,127,INSTALLED,95,Péruwelz,25,2,B,7600,675,11436015,Hainaut,Wallonie,5,0,GOOD,house,0,0,1,1,residential_monthly_rent
1,2,2002,Tournai,0,0,127,INSTALLED,72,Bon-Secours,75,2,B,7603,650,11436013,Hainaut,Wallonie,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,4,2002,Ath,0,0,127,INSTALLED,258,Bernissart,100,3,E,7320,875,11436014,Hainaut,Wallonie,5,0,GOOD,house,1400,0,0,1,residential_monthly_rent
1,1,2002,Antwerp,0,1,71,INSTALLED,75,DEURNE,100,2,B,2100,875,11388221,Antwerp,Flanders,5,1,GOOD,ground_floor,333,0,1,1,residential_monthly_rent
1,2,2002,Charleroi,0,0,127,INSTALLED,103,Montigny-le-Tilleul,200,2,C,6110,795,11388204,Hainaut,Wallonie,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,2002,Nivelles,0,0,127,INSTALLED,103,WATERLOO,0,3,B,1410,1350,11388168,Walloon Brabant,Wallonie,5,0,JUST_RENOVATED,apartment,333,0,1,1,residential_monthly_rent
0,3,2002,Liège,0,0,127,INSTALLED,130,LIÈGE,0,3,B,4000,1100,11388167,Liège,Wallonie,5,1,GOOD,apartment,333,0,0,2,residential_monthly_rent
0,0,2002,Leuven,0,0,127,INSTALLED,17,Leuven,120,3,B,3000,640,11388126,Flemish Brabant,Flanders,1,0,AS_NEW,kot,333,0,0,0,residential_monthly_rent
0,1,2002,Gent,0,0,127,INSTALLED,56,Gent,100,3,A,9000,1175,11388122,East Flanders,Flanders,1,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
2,4,2002,Halle-Vilvoorde,1,0,127,INSTALLED,340,KRAAINEM,0,4,B,1950,3500,11394099,Flemish Brabant,Flanders,5,1,JUST_RENOVATED,house,1900,0,1,4,residential_monthly_rent
1,1,2002,Oudenaarde,0,0,127,INSTALLED,72,OUDENAARDE,80,3,B,9700,875,11394042,East Flanders,Flanders,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,2016,Brussels,0,0,127,HYPER_EQUIPPED,63,Woluwe-Saint-Lambert,385,2,B,1200,1325,11393975,Brussels,Brussels,5,1,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,3,1955,Leuven,0,1,70,USA_HYPER_EQUIPPED,110,Tervueren,0,2,B,3080,2300,11393929,Flemish Brabant,Flanders,5,1,JUST_RENOVATED,house,140,0,1,2,residential_monthly_rent
1,3,2023,Bastogne,0,1,50,INSTALLED,109,BASTOGNE,0,3,A,6600,1200,11435971,Luxembourg,Wallonie,5,1,GOOD,apartment,333,0,1,2,residential_monthly_rent
0,2,2023,Bastogne,0,0,127,INSTALLED,108,BASTOGNE,0,3,A,6600,1100,11435972,Luxembourg,Wallonie,5,2,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Mons,0,0,127,INSTALLED,87,Quiévrain,0,2,B,7380,750,11435952,Hainaut,Wallonie,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
0,1,2002,Tournai,0,0,127,SEMI_EQUIPPED,20,TOURNAI,0,3,D,7500,450,11435945,Hainaut,Wallonie,5,1,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,2002,Mons,0,0,127,SEMI_EQUIPPED,40,Mons,90,3,B,7000,650,11435930,Hainaut,Wallonie,5,0,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,0,2002,Liège,0,0,127,INSTALLED,30,Liège,25,3,B,4000,515,11435918,Liège,Wallonie,5,0,AS_NEW,flat_studio,333,0,0,1,residential_monthly_rent
